Region	Time	Type of Visa	NOM Arrivals	NOM Departures	NOM
Western Australia	2009	Temporary visa - Total	30050	12580	17470
Western Australia	2009	Temporary visa - Vocational Education and Training sector	3950	600	3350
Western Australia	2009	Temporary visa - Higher education sector	5230	1880	3350
Western Australia	2009	Temporary visa - Student other	2330	770	1560
Western Australia	2009	Temporary visa - Temporary work skilled (subclass 457)	7430	2680	4750
Western Australia	2009	Temporary visa - Visitor	5130	2040	3090
Western Australia	2009	Temporary visa - Working Holiday	5260	2520	2740
Western Australia	2009	Temporary visa - Other temporary visas	720	2090	-1360
Western Australia	2009	Permanent visa - Total	13350	2400	10950
Western Australia	2009	Permanent visa - Family	3670	560	3120
Western Australia	2009	Permanent visa - Skill	7520	1110	6420
Western Australia	2009	Permanent visa - Special Eligibility and humanitarian	1570	10	1550
Western Australia	2009	Permanent visa - Other permanent visas	590	720	-130
Western Australia	2009	New Zealand Citizen (subclass 444)	5150	2230	2930
Western Australia	2009	Australian Citizen	8630	8550	80
Western Australia	2009	Other Visas	3780	2370	1410
Western Australia	2010	Total 	60980	29080	31900
Western Australia	2010	Temporary visa - Total	26540	13120	13420
Western Australia	2010	Temporary visa - Vocational Education and Training sector	1390	950	440
Western Australia	2010	Temporary visa - Higher education sector	4000	2200	1790
Western Australia	2010	Temporary visa - Student other	2080	810	1270
Western Australia	2010	Temporary visa - Temporary work skilled (subclass 457)	6050	2190	3860
Western Australia	2010	Temporary visa - Visitor	5780	1920	3860
Western Australia	2010	Temporary visa - Working Holiday	6530	2980	3560
Western Australia	2010	Temporary visa - Other temporary visas	720	2080	-1350
Western Australia	2010	Permanent visa - Total	11940	2620	9320
Western Australia	2010	Permanent visa - Family	3860	580	3270
Western Australia	2010	Permanent visa - Skill	6430	1230	5190
Western Australia	2010	Permanent visa - Special Eligibility and humanitarian	1010	10	1000
Western Australia	2010	Permanent visa - Other permanent visas	650	790	-130
Western Australia	2010	New Zealand Citizen (subclass 444)	6700	2120	4580
Western Australia	2010	Australian Citizen	9230	9210	30
Western Australia	2010	Other Visas	6570	2020	4550
Western Australia	2011	Total 	72450	28560	43890
Western Australia	2011	Temporary visa - Total	35740	12720	23010
Western Australia	2011	Temporary visa - Vocational Education and Training sector	1120	700	420
Western Australia	2011	Temporary visa - Higher education sector	3450	2270	1170
Western Australia	2011	Temporary visa - Student other	2070	800	1270
Western Australia	2011	Temporary visa - Temporary work skilled (subclass 457)	10260	2050	8210
Western Australia	2011	Temporary visa - Visitor	6780	1830	4950
Western Australia	2011	Temporary visa - Working Holiday	11240	2850	8390
Western Australia	2011	Temporary visa - Other temporary visas	830	2210	-1380
Western Australia	2011	Permanent visa - Total	12550	2530	10020
Western Australia	2011	Permanent visa - Family	3900	620	3280
Western Australia	2011	Permanent visa - Skill	7290	1110	6170
Western Australia	2011	Permanent visa - Special Eligibility and humanitarian	740	20	720
Western Australia	2011	Permanent visa - Other permanent visas	630	780	-140
Western Australia	2011	New Zealand Citizen (subclass 444)	10250	2100	8140
Western Australia	2011	Australian Citizen	8450	9430	-980
Western Australia	2011	Other Visas	5470	1780	3700
Western Australia	2012	Total 	88500	32210	56290
Western Australia	2012	Temporary visa - Total	42320	15150	27170
Western Australia	2012	Temporary visa - Vocational Education and Training sector	1130	640	490
Western Australia	2012	Temporary visa - Higher education sector	3800	2010	1790
Western Australia	2012	Temporary visa - Student other	2030	840	1190
Western Australia	2012	Temporary visa - Temporary work skilled (subclass 457)	13650	2950	10700
Western Australia	2012	Temporary visa - Visitor	7430	2100	5330
Western Australia	2012	Temporary visa - Working Holiday	13290	4160	9130
Western Australia	2012	Temporary visa - Other temporary visas	1000	2460	-1450
Western Australia	2012	Permanent visa - Total	14890	2580	12310
Western Australia	2012	Permanent visa - Family	4040	610	3420
Western Australia	2012	Permanent visa - Skill	9550	1180	8370
Western Australia	2012	Permanent visa - Special Eligibility and humanitarian	580	20	560
Western Australia	2012	Permanent visa - Other permanent visas	720	770	-40
Western Australia	2012	New Zealand Citizen (subclass 444)	11760	2930	8830
Western Australia	2012	Australian Citizen	8420	9570	-1150
Western Australia	2012	Other Visas	11110	1970	9140
Western Australia	2013	Total 	70620	39640	30990
Western Australia	2013	Temporary visa - Total	36310	19130	17180
Western Australia	2013	Temporary visa - Vocational Education and Training sector	1220	560	660
Western Australia	2013	Temporary visa - Higher education sector	4850	2020	2830
Western Australia	2013	Temporary visa - Student other	2280	910	1370
Western Australia	2013	Temporary visa - Temporary work skilled (subclass 457)	8200	4820	3390
Western Australia	2013	Temporary visa - Visitor	6880	2370	4520
Western Australia	2013	Temporary visa - Working Holiday	11770	5300	6470
Western Australia	2013	Temporary visa - Other temporary visas	1110	3170	-2050
Western Australia	2013	Permanent visa - Total	14890	2910	11980
Western Australia	2013	Permanent visa - Family	4460	720	3740
Western Australia	2013	Permanent visa - Skill	8810	1300	7510
Western Australia	2013	Permanent visa - Special Eligibility and humanitarian	840	10	830
Western Australia	2013	Permanent visa - Other permanent visas	770	870	-100
Western Australia	2013	New Zealand Citizen (subclass 444)	7480	4460	3020
Western Australia	2013	Australian Citizen	8760	10670	-1910
Western Australia	2013	Other Visas	3190	2470	720
Tasmania	2004	Total 	3430	2140	1290
Tasmania	2004	Temporary visa - Total	1400	490	900
Tasmania	2004	Temporary visa - Vocational Education and Training sector	30	40	0
Tasmania	2004	Temporary visa - Higher education sector	490	100	380
Tasmania	2004	Temporary visa - Student other	350	90	260
Tasmania	2004	Temporary visa - Temporary work skilled (subclass 457)	80	20	60
Tasmania	2004	Temporary visa - Visitor	310	160	150
Tasmania	2004	Temporary visa - Working Holiday	50	20	30
Tasmania	2004	Temporary visa - Other temporary visas	100	70	30
Tasmania	2004	Permanent visa - Total	850	110	740
Tasmania	2004	Permanent visa - Family	230	40	200
Tasmania	2004	Permanent visa - Skill	180	20	150
Tasmania	2004	Permanent visa - Special Eligibility and humanitarian	420	0	420
Tasmania	2004	Permanent visa - Other permanent visas	20	50	-20
Tasmania	2004	New Zealand Citizen (subclass 444)	190	140	50
Tasmania	2004	Australian Citizen	930	1280	-350
Tasmania	2004	Other Visas	60	110	-50
Tasmania	2005	Total 	3250	2020	1230
Tasmania	2005	Temporary visa - Total	1340	490	850
Tasmania	2005	Temporary visa - Vocational Education and Training sector	40	30	10
Tasmania	2005	Temporary visa - Higher education sector	440	160	280
Tasmania	2005	Temporary visa - Student other	210	70	140
Tasmania	2005	Temporary visa - Temporary work skilled (subclass 457)	180	10	160
Tasmania	2005	Temporary visa - Visitor	320	150	170
Tasmania	2005	Temporary visa - Working Holiday	40	10	30
Tasmania	2005	Temporary visa - Other temporary visas	110	60	50
Tasmania	2005	Permanent visa - Total	590	140	450
Tasmania	2005	Permanent visa - Family	190	50	140
Tasmania	2005	Permanent visa - Skill	210	40	170
Tasmania	2005	Permanent visa - Special Eligibility and humanitarian	170	0	170
Tasmania	2005	Permanent visa - Other permanent visas	20	50	-30
Tasmania	2005	New Zealand Citizen (subclass 444)	160	130	30
Tasmania	2005	Australian Citizen	1040	1140	-90
Tasmania	2005	Other Visas	120	120	0
Tasmania	2006	Total 	3410	2030	1390
Tasmania	2006	Temporary visa - Total	1450	580	860
Tasmania	2006	Temporary visa - Vocational Education and Training sector	70	40	30
Tasmania	2006	Temporary visa - Higher education sector	480	150	330
Tasmania	2006	Temporary visa - Student other	190	90	100
Tasmania	2006	Temporary visa - Temporary work skilled (subclass 457)	320	50	270
Tasmania	2006	Temporary visa - Visitor	270	150	120
Tasmania	2006	Temporary visa - Working Holiday	70	20	50
Tasmania	2006	Temporary visa - Other temporary visas	50	80	-30
Tasmania	2006	Permanent visa - Total	710	110	600
Tasmania	2006	Permanent visa - Family	220	40	180
Tasmania	2006	Permanent visa - Skill	260	40	220
Tasmania	2006	Permanent visa - Special Eligibility and humanitarian	210	0	210
Tasmania	2006	Permanent visa - Other permanent visas	30	40	0
Tasmania	2006	New Zealand Citizen (subclass 444)	180	130	50
Tasmania	2006	Australian Citizen	980	1070	-90
Tasmania	2006	Other Visas	100	130	-30
Tasmania	2007	Total 	3530	2060	1470
Tasmania	2007	Temporary visa - Total	1520	570	950
Tasmania	2007	Temporary visa - Vocational Education and Training sector	90	20	60
Tasmania	2007	Temporary visa - Higher education sector	550	200	350
Tasmania	2007	Temporary visa - Student other	230	80	150
Tasmania	2007	Temporary visa - Temporary work skilled (subclass 457)	230	70	160
Tasmania	2007	Temporary visa - Visitor	320	100	210
Tasmania	2007	Temporary visa - Working Holiday	90	30	50
Tasmania	2007	Temporary visa - Other temporary visas	30	70	-30
Tasmania	2007	Permanent visa - Total	790	120	670
Tasmania	2007	Permanent visa - Family	220	40	180
Tasmania	2007	Permanent visa - Skill	240	30	210
Tasmania	2007	Permanent visa - Special Eligibility and humanitarian	290	10	280
Tasmania	2007	Permanent visa - Other permanent visas	40	50	0
Tasmania	2007	New Zealand Citizen (subclass 444)	180	110	80
Tasmania	2007	Australian Citizen	960	1150	-190
Tasmania	2007	Other Visas	90	120	-30
Tasmania	2008	Total 	4270	2180	2090
Tasmania	2008	Temporary visa - Total	2020	810	1210
Tasmania	2008	Temporary visa - Vocational Education and Training sector	140	30	110
Tasmania	2008	Temporary visa - Higher education sector	740	210	530
Tasmania	2008	Temporary visa - Student other	250	80	170
Tasmania	2008	Temporary visa - Temporary work skilled (subclass 457)	390	70	320
Tasmania	2008	Temporary visa - Visitor	360	270	90
Tasmania	2008	Temporary visa - Working Holiday	100	70	30
Tasmania	2008	Temporary visa - Other temporary visas	50	90	-40
Tasmania	2008	Permanent visa - Total	810	130	690
Tasmania	2008	Permanent visa - Family	260	50	210
Tasmania	2008	Permanent visa - Skill	280	50	230
Tasmania	2008	Permanent visa - Special Eligibility and humanitarian	250	0	250
Tasmania	2008	Permanent visa - Other permanent visas	30	30	0
Tasmania	2008	New Zealand Citizen (subclass 444)	280	110	170
Tasmania	2008	Australian Citizen	1080	1040	40
Tasmania	2008	Other Visas	80	90	-10
Tasmania	2009	Total 	4110	2180	1930
Tasmania	2009	Temporary visa - Total	1790	880	910
Tasmania	2009	Temporary visa - Vocational Education and Training sector	130	40	90
Tasmania	2009	Temporary visa - Higher education sector	710	280	420
Tasmania	2009	Temporary visa - Student other	200	110	90
Tasmania	2009	Temporary visa - Temporary work skilled (subclass 457)	260	100	160
Tasmania	2009	Temporary visa - Visitor	330	170	170
Tasmania	2009	Temporary visa - Working Holiday	120	80	30
Tasmania	2009	Temporary visa - Other temporary visas	50	110	-50
Tasmania	2009	Permanent visa - Total	930	120	810
Tasmania	2009	Permanent visa - Family	300	20	280
Tasmania	2009	Permanent visa - Skill	310	50	260
Tasmania	2009	Permanent visa - Special Eligibility and humanitarian	280	0	280
Tasmania	2009	Permanent visa - Other permanent visas	50	40	0
Tasmania	2009	New Zealand Citizen (subclass 444)	230	130	100
Tasmania	2009	Australian Citizen	1050	950	110
Tasmania	2009	Other Visas	110	110	0
Tasmania	2010	Total 	3740	2510	1230
Tasmania	2010	Temporary visa - Total	1470	1010	460
Tasmania	2010	Temporary visa - Vocational Education and Training sector	60	60	0
Tasmania	2010	Temporary visa - Higher education sector	510	310	200
Tasmania	2010	Temporary visa - Student other	170	100	70
Tasmania	2010	Temporary visa - Temporary work skilled (subclass 457)	240	100	140
Tasmania	2010	Temporary visa - Visitor	310	160	140
Tasmania	2010	Temporary visa - Working Holiday	140	160	-20
Tasmania	2010	Temporary visa - Other temporary visas	40	110	-60
Tasmania	2010	Permanent visa - Total	900	190	710
Tasmania	2010	Permanent visa - Family	250	80	170
Tasmania	2010	Permanent visa - Skill	210	70	140
Tasmania	2010	Permanent visa - Special Eligibility and humanitarian	410	0	410
Tasmania	2010	Permanent visa - Other permanent visas	40	40	0
Tasmania	2010	New Zealand Citizen (subclass 444)	270	170	110
Tasmania	2010	Australian Citizen	990	1030	-30
Tasmania	2010	Other Visas	110	120	0
Tasmania	2011	Total 	3480	2400	1080
Tasmania	2011	Temporary visa - Total	1480	1030	450
Tasmania	2011	Temporary visa - Vocational Education and Training sector	30	40	0
Tasmania	2011	Temporary visa - Higher education sector	540	350	190
Tasmania	2011	Temporary visa - Student other	160	80	80
Tasmania	2011	Temporary visa - Temporary work skilled (subclass 457)	270	60	200
Tasmania	2011	Temporary visa - Visitor	300	160	140
Tasmania	2011	Temporary visa - Working Holiday	160	220	-60
Tasmania	2011	Temporary visa - Other temporary visas	40	120	-80
Tasmania	2011	Permanent visa - Total	790	190	600
Tasmania	2011	Permanent visa - Family	200	50	150
Tasmania	2011	Permanent visa - Skill	170	80	100
Tasmania	2011	Permanent visa - Special Eligibility and humanitarian	390	0	390
Tasmania	2011	Permanent visa - Other permanent visas	20	60	-30
Tasmania	2011	New Zealand Citizen (subclass 444)	270	150	120
Tasmania	2011	Australian Citizen	890	950	-50
Tasmania	2011	Other Visas	60	90	-30
Tasmania	2012	Total 	3690	2430	1260
Tasmania	2012	Temporary visa - Total	1680	1080	600
Tasmania	2012	Temporary visa - Vocational Education and Training sector	30	20	10
Tasmania	2012	Temporary visa - Higher education sector	590	390	200
Tasmania	2012	Temporary visa - Student other	190	80	110
Tasmania	2012	Temporary visa - Temporary work skilled (subclass 457)	230	90	150
Tasmania	2012	Temporary visa - Visitor	360	120	230
Tasmania	2012	Temporary visa - Working Holiday	230	250	-20
Tasmania	2012	Temporary visa - Other temporary visas	50	130	-80
Tasmania	2012	Permanent visa - Total	710	150	560
Tasmania	2012	Permanent visa - Family	230	40	190
Tasmania	2012	Permanent visa - Skill	160	80	90
Tasmania	2012	Permanent visa - Special Eligibility and humanitarian	280	0	280
Tasmania	2012	Permanent visa - Other permanent visas	30	40	0
Tasmania	2012	New Zealand Citizen (subclass 444)	270	130	140
Tasmania	2012	Australian Citizen	930	990	-50
Tasmania	2012	Other Visas	110	80	30
Tasmania	2013	Total 	3790	2520	1270
Tasmania	2013	Temporary visa - Total	1610	1170	430
Tasmania	2013	Temporary visa - Vocational Education and Training sector	20	30	-10
Tasmania	2013	Temporary visa - Higher education sector	600	370	230
Tasmania	2013	Temporary visa - Student other	190	90	100
Tasmania	2013	Temporary visa - Temporary work skilled (subclass 457)	200	60	140
Tasmania	2013	Temporary visa - Visitor	310	190	120
Tasmania	2013	Temporary visa - Working Holiday	220	270	-40
Tasmania	2013	Temporary visa - Other temporary visas	60	150	-90
Tasmania	2013	Permanent visa - Total	1020	170	850
Tasmania	2013	Permanent visa - Family	220	60	160
Tasmania	2013	Permanent visa - Skill	130	60	70
Tasmania	2013	Permanent visa - Special Eligibility and humanitarian	640	0	640
Tasmania	2013	Permanent visa - Other permanent visas	30	50	-10
Tasmania	2013	New Zealand Citizen (subclass 444)	190	170	30
Tasmania	2013	Australian Citizen	930	920	10
Tasmania	2013	Other Visas	30	80	-40
Northern Territory	2004	Total 	4980	3750	1230
Northern Territory	2004	Temporary visa - Total	1080	650	430
Northern Territory	2004	Temporary visa - Vocational Education and Training sector	10	0	10
Northern Territory	2004	Temporary visa - Higher education sector	40	10	30
Northern Territory	2004	Temporary visa - Student other	80	40	40
Northern Territory	2004	Temporary visa - Temporary work skilled (subclass 457)	210	30	180
Northern Territory	2004	Temporary visa - Visitor	530	370	160
Northern Territory	2004	Temporary visa - Working Holiday	100	30	70
Northern Territory	2004	Temporary visa - Other temporary visas	120	170	-50
Northern Territory	2004	Permanent visa - Total	470	90	380
Northern Territory	2004	Permanent visa - Family	230	30	200
Northern Territory	2004	Permanent visa - Skill	130	20	110
Northern Territory	2004	Permanent visa - Special Eligibility and humanitarian	100	0	90
Northern Territory	2004	Permanent visa - Other permanent visas	20	40	-20
Northern Territory	2004	New Zealand Citizen (subclass 444)	480	460	20
Northern Territory	2004	Australian Citizen	730	920	-180
Northern Territory	2004	Other Visas	2210	1630	590
Northern Territory	2005	Total 	3990	2870	1120
Northern Territory	2005	Temporary visa - Total	1150	610	540
Northern Territory	2005	Temporary visa - Vocational Education and Training sector	10	10	10
Northern Territory	2005	Temporary visa - Higher education sector	70	10	60
Northern Territory	2005	Temporary visa - Student other	40	40	0
Northern Territory	2005	Temporary visa - Temporary work skilled (subclass 457)	330	90	240
Northern Territory	2005	Temporary visa - Visitor	470	220	250
Northern Territory	2005	Temporary visa - Working Holiday	90	30	60
Northern Territory	2005	Temporary visa - Other temporary visas	140	220	-80
Northern Territory	2005	Permanent visa - Total	440	90	360
Northern Territory	2005	Permanent visa - Family	180	30	160
Northern Territory	2005	Permanent visa - Skill	110	30	80
Northern Territory	2005	Permanent visa - Special Eligibility and humanitarian	130	0	130
Northern Territory	2005	Permanent visa - Other permanent visas	20	30	-10
Northern Territory	2005	New Zealand Citizen (subclass 444)	240	180	60
Northern Territory	2005	Australian Citizen	600	860	-250
Northern Territory	2005	Other Visas	1550	1130	420
Northern Territory	2006	Total 	4090	3750	340
Northern Territory	2006	Temporary visa - Total	1460	840	620
Northern Territory	2006	Temporary visa - Vocational Education and Training sector	20	0	10
Northern Territory	2006	Temporary visa - Higher education sector	100	20	80
Northern Territory	2006	Temporary visa - Student other	50	20	30
Northern Territory	2006	Temporary visa - Temporary work skilled (subclass 457)	570	110	460
Northern Territory	2006	Temporary visa - Visitor	460	290	170
Northern Territory	2006	Temporary visa - Working Holiday	160	50	100
Northern Territory	2006	Temporary visa - Other temporary visas	100	340	-230
Northern Territory	2006	Permanent visa - Total	580	100	480
Northern Territory	2006	Permanent visa - Family	220	40	180
Northern Territory	2006	Permanent visa - Skill	180	20	160
Northern Territory	2006	Permanent visa - Special Eligibility and humanitarian	160	0	160
Northern Territory	2006	Permanent visa - Other permanent visas	20	40	-20
Northern Territory	2006	New Zealand Citizen (subclass 444)	230	220	0
Northern Territory	2006	Australian Citizen	680	840	-160
Northern Territory	2006	Other Visas	1150	1750	-590
Northern Territory	2007	Total 	4500	3130	1380
Northern Territory	2007	Temporary visa - Total	1840	890	940
Northern Territory	2007	Temporary visa - Vocational Education and Training sector	40	20	20
Northern Territory	2007	Temporary visa - Higher education sector	130	40	90
Northern Territory	2007	Temporary visa - Student other	70	40	30
Northern Territory	2007	Temporary visa - Temporary work skilled (subclass 457)	730	130	600
Northern Territory	2007	Temporary visa - Visitor	450	280	170
Northern Territory	2007	Temporary visa - Working Holiday	300	140	160
Northern Territory	2007	Temporary visa - Other temporary visas	120	250	-120
Northern Territory	2007	Permanent visa - Total	560	100	450
Northern Territory	2007	Permanent visa - Family	260	40	210
Northern Territory	2007	Permanent visa - Skill	170	40	130
Northern Territory	2007	Permanent visa - Special Eligibility and humanitarian	110	0	110
Northern Territory	2007	Permanent visa - Other permanent visas	20	30	0
Northern Territory	2007	New Zealand Citizen (subclass 444)	260	220	40
Northern Territory	2007	Australian Citizen	790	820	-30
Northern Territory	2007	Other Visas	1070	1090	-20
Northern Territory	2008	Total 	5190	3220	1970
Northern Territory	2008	Temporary visa - Total	2430	840	1590
Northern Territory	2008	Temporary visa - Vocational Education and Training sector	50	10	40
Northern Territory	2008	Temporary visa - Higher education sector	170	20	150
Northern Territory	2008	Temporary visa - Student other	70	10	60
Northern Territory	2008	Temporary visa - Temporary work skilled (subclass 457)	1040	130	910
Northern Territory	2008	Temporary visa - Visitor	530	270	250
Northern Territory	2008	Temporary visa - Working Holiday	490	220	280
Northern Territory	2008	Temporary visa - Other temporary visas	80	180	-90
Northern Territory	2008	Permanent visa - Total	590	110	480
Northern Territory	2008	Permanent visa - Family	270	40	230
Northern Territory	2008	Permanent visa - Skill	220	40	180
Northern Territory	2008	Permanent visa - Special Eligibility and humanitarian	70	0	70
Northern Territory	2008	Permanent visa - Other permanent visas	30	30	0
Northern Territory	2008	New Zealand Citizen (subclass 444)	320	180	140
Northern Territory	2008	Australian Citizen	670	890	-220
Northern Territory	2008	Other Visas	1200	1200	0
Northern Territory	2009	Total 	5230	3540	1690
Northern Territory	2009	Temporary visa - Total	1970	1030	940
Northern Territory	2009	Temporary visa - Vocational Education and Training sector	110	10	90
Northern Territory	2009	Temporary visa - Higher education sector	180	30	140
Northern Territory	2009	Temporary visa - Student other	80	20	70
Northern Territory	2009	Temporary visa - Temporary work skilled (subclass 457)	660	170	500
Northern Territory	2009	Temporary visa - Visitor	380	240	140
Northern Territory	2009	Temporary visa - Working Holiday	460	360	90
Northern Territory	2009	Temporary visa - Other temporary visas	110	200	-80
Northern Territory	2009	Permanent visa - Total	760	110	660
Northern Territory	2009	Permanent visa - Family	360	50	310
Northern Territory	2009	Permanent visa - Skill	270	30	240
Northern Territory	2009	Permanent visa - Special Eligibility and humanitarian	120	0	120
Northern Territory	2009	Permanent visa - Other permanent visas	20	30	-10
Northern Territory	2009	New Zealand Citizen (subclass 444)	300	250	50
Northern Territory	2009	Australian Citizen	1000	880	120
Northern Territory	2009	Other Visas	1200	1270	-70
Northern Territory	2010	Total 	4590	3510	1090
Northern Territory	2010	Temporary visa - Total	1980	1310	660
Northern Territory	2010	Temporary visa - Vocational Education and Training sector	40	20	20
Northern Territory	2010	Temporary visa - Higher education sector	140	50	90
Northern Territory	2010	Temporary visa - Student other	70	20	50
Northern Territory	2010	Temporary visa - Temporary work skilled (subclass 457)	610	120	490
Northern Territory	2010	Temporary visa - Visitor	510	280	220
Northern Territory	2010	Temporary visa - Working Holiday	520	590	-60
Northern Territory	2010	Temporary visa - Other temporary visas	90	230	-140
Northern Territory	2010	Permanent visa - Total	620	130	490
Northern Territory	2010	Permanent visa - Family	300	50	250
Northern Territory	2010	Permanent visa - Skill	230	50	170
Northern Territory	2010	Permanent visa - Special Eligibility and humanitarian	70	0	70
Northern Territory	2010	Permanent visa - Other permanent visas	20	30	0
Northern Territory	2010	New Zealand Citizen (subclass 444)	370	190	170
Northern Territory	2010	Australian Citizen	640	880	-240
Northern Territory	2010	Other Visas	990	990	10
Northern Territory	2011	Total 	5370	3700	1670
Northern Territory	2011	Temporary visa - Total	2240	1500	740
Northern Territory	2011	Temporary visa - Vocational Education and Training sector	40	30	10
Northern Territory	2011	Temporary visa - Higher education sector	170	50	120
Northern Territory	2011	Temporary visa - Student other	70	30	40
Northern Territory	2011	Temporary visa - Temporary work skilled (subclass 457)	610	120	480
Northern Territory	2011	Temporary visa - Visitor	520	400	120
Northern Territory	2011	Temporary visa - Working Holiday	720	590	120
Northern Territory	2011	Temporary visa - Other temporary visas	130	280	-150
Northern Territory	2011	Permanent visa - Total	700	160	540
Northern Territory	2011	Permanent visa - Family	310	70	250
Northern Territory	2011	Permanent visa - Skill	290	60	230
Northern Territory	2011	Permanent visa - Special Eligibility and humanitarian	80	0	80
Northern Territory	2011	Permanent visa - Other permanent visas	20	30	0
Northern Territory	2011	New Zealand Citizen (subclass 444)	440	170	270
Northern Territory	2011	Australian Citizen	700	830	-130
Northern Territory	2011	Other Visas	1280	1020	260
Northern Territory	2012	Total 	8310	3620	4690
Northern Territory	2012	Temporary visa - Total	3160	1360	1800
Northern Territory	2012	Temporary visa - Vocational Education and Training sector	20	20	10
Northern Territory	2012	Temporary visa - Higher education sector	230	40	190
Northern Territory	2012	Temporary visa - Student other	90	40	50
Northern Territory	2012	Temporary visa - Temporary work skilled (subclass 457)	1010	120	890
Northern Territory	2012	Temporary visa - Visitor	700	220	480
Northern Territory	2012	Temporary visa - Working Holiday	910	680	230
Northern Territory	2012	Temporary visa - Other temporary visas	200	240	-40
Northern Territory	2012	Permanent visa - Total	740	140	600
Northern Territory	2012	Permanent visa - Family	370	50	320
Northern Territory	2012	Permanent visa - Skill	290	50	250
Northern Territory	2012	Permanent visa - Special Eligibility and humanitarian	40	0	40
Northern Territory	2012	Permanent visa - Other permanent visas	30	40	0
Northern Territory	2012	New Zealand Citizen (subclass 444)	580	250	340
Northern Territory	2012	Australian Citizen	750	800	-50
Northern Territory	2012	Other Visas	3080	1070	2010
Northern Territory	2013	Total 	7050	4210	2830
Northern Territory	2013	Temporary visa - Total	2810	1740	1070
Northern Territory	2013	Temporary visa - Vocational Education and Training sector	40	20	20
Northern Territory	2013	Temporary visa - Higher education sector	300	40	260
Northern Territory	2013	Temporary visa - Student other	90	40	50
Northern Territory	2013	Temporary visa - Temporary work skilled (subclass 457)	680	190	500
Northern Territory	2013	Temporary visa - Visitor	590	200	390
Northern Territory	2013	Temporary visa - Working Holiday	980	890	80
Northern Territory	2013	Temporary visa - Other temporary visas	140	370	-220
Northern Territory	2013	Permanent visa - Total	930	150	790
Northern Territory	2013	Permanent visa - Family	430	40	380
Northern Territory	2013	Permanent visa - Skill	340	70	270
Northern Territory	2013	Permanent visa - Special Eligibility and humanitarian	140	0	140
Northern Territory	2013	Permanent visa - Other permanent visas	30	30	0
Northern Territory	2013	New Zealand Citizen (subclass 444)	430	290	140
Northern Territory	2013	Australian Citizen	870	880	0
Northern Territory	2013	Other Visas	2000	1160	840
Australian Capital Territory	2004	Total 	5610	4580	1020
Australian Capital Territory	2004	Temporary visa - Total	2490	1060	1430
Australian Capital Territory	2004	Temporary visa - Vocational Education and Training sector	80	30	50
Australian Capital Territory	2004	Temporary visa - Higher education sector	490	160	330
Australian Capital Territory	2004	Temporary visa - Student other	950	370	580
Australian Capital Territory	2004	Temporary visa - Temporary work skilled (subclass 457)	270	90	190
Australian Capital Territory	2004	Temporary visa - Visitor	450	180	270
Australian Capital Territory	2004	Temporary visa - Working Holiday	70	10	70
Australian Capital Territory	2004	Temporary visa - Other temporary visas	170	220	-50
Australian Capital Territory	2004	Permanent visa - Total	890	230	670
Australian Capital Territory	2004	Permanent visa - Family	360	80	280
Australian Capital Territory	2004	Permanent visa - Skill	340	70	270
Australian Capital Territory	2004	Permanent visa - Special Eligibility and humanitarian	140	0	130
Australian Capital Territory	2004	Permanent visa - Other permanent visas	60	70	-10
Australian Capital Territory	2004	New Zealand Citizen (subclass 444)	290	200	90
Australian Capital Territory	2004	Australian Citizen	1700	2860	-1150
Australian Capital Territory	2004	Other Visas	240	250	0
Australian Capital Territory	2005	Total 	5660	4690	970
Australian Capital Territory	2005	Temporary visa - Total	2170	1220	950
Australian Capital Territory	2005	Temporary visa - Vocational Education and Training sector	70	30	30
Australian Capital Territory	2005	Temporary visa - Higher education sector	590	230	360
Australian Capital Territory	2005	Temporary visa - Student other	440	430	10
Australian Capital Territory	2005	Temporary visa - Temporary work skilled (subclass 457)	430	130	300
Australian Capital Territory	2005	Temporary visa - Visitor	400	190	210
Australian Capital Territory	2005	Temporary visa - Working Holiday	90	10	90
Australian Capital Territory	2005	Temporary visa - Other temporary visas	150	200	-40
Australian Capital Territory	2005	Permanent visa - Total	1070	200	860
Australian Capital Territory	2005	Permanent visa - Family	410	60	350
Australian Capital Territory	2005	Permanent visa - Skill	410	70	330
Australian Capital Territory	2005	Permanent visa - Special Eligibility and humanitarian	200	0	200
Australian Capital Territory	2005	Permanent visa - Other permanent visas	50	70	-20
Australian Capital Territory	2005	New Zealand Citizen (subclass 444)	240	200	40
Australian Capital Territory	2005	Australian Citizen	1890	2790	-900
Australian Capital Territory	2005	Other Visas	300	280	20
Australian Capital Territory	2006	Total 	6140	4640	1500
Australian Capital Territory	2006	Temporary visa - Total	2500	1340	1160
Australian Capital Territory	2006	Temporary visa - Vocational Education and Training sector	120	30	90
Australian Capital Territory	2006	Temporary visa - Higher education sector	730	290	450
Australian Capital Territory	2006	Temporary visa - Student other	580	420	160
Australian Capital Territory	2006	Temporary visa - Temporary work skilled (subclass 457)	440	150	290
Australian Capital Territory	2006	Temporary visa - Visitor	430	250	180
Australian Capital Territory	2006	Temporary visa - Working Holiday	110	10	90
Australian Capital Territory	2006	Temporary visa - Other temporary visas	90	200	-100
Australian Capital Territory	2006	Permanent visa - Total	930	180	750
Australian Capital Territory	2006	Permanent visa - Family	390	60	330
Australian Capital Territory	2006	Permanent visa - Skill	360	60	290
Australian Capital Territory	2006	Permanent visa - Special Eligibility and humanitarian	130	10	120
